text,label,target,language,rationale
nihad bankalath Njn angeekarikkum 2 achan aanenkilum 2 amma aanenkilum avar athrathoolam sneham thannaal pinne aarkkaayaalum vitt pookaan thoonilla Anganeyoru caring parents even if they straight gay  lesbian aarkkum vitt pookaan thoonilla,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it expresses the idea that regardless of a person's sexual orientation, caring parents will always love and support their children. It promotes the message of acceptance and unconditional love, emphasizing the importance of familial bonds over societal norms. The comment does not contain any derogatory language or discriminatory remarks, but instead advocates for understanding and compassion towards individuals of all sexual orientations."
Bhoomi ellavarkkum vendi ullathaanu sakala charaacharangalkm vendi ullath Avide gays lesbians transgenders ennonnulla ellarkkm jeevikknm Manushynm mrigangalkm pakshikalkm pullinum puzhivinm vare avakasam und e mannil,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it expresses a sentiment of inclusivity and acceptance towards people of all genders and sexual orientations. The commenter is advocating for everyone to live harmoniously on Earth, recognizing the diversity of human beings, animals, and plants. This comment promotes equality and coexistence, making it a positive and non-discriminatory statement."
Ellavarum manushyar thanne alle Ath mathram chinthichal mathy,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any language or sentiment that promotes hate, discrimination, or hostility towards any individual or group. The comment appears to be a statement reflecting on the common humanity of all people, emphasizing the idea that everyone is human and should be treated with respect. It does not contain any derogatory language or harmful intent."
ഇതെല്ലാം നോർമൽ ആണ് അവർ ഹാപ്പിയായി ജീവിക്കട്ടെ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it is expressing a positive sentiment towards the individuals being referred to. The commenter is simply stating that everything is normal and wishing happiness for them. There is no indication of any form of hate, aggression, or negativity in the comment."
Very good content chechiplzz do these kind of informative videosnmmda societykk maari chindikunnavareyum abhipraym dharya samedam thurannu parayunnavareyum aanu avasym,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it expresses appreciation for the content creator and their informative videos. The commenter is requesting more similar content and also acknowledges the different opinions and perspectives within society. Overall, the comment is positive and encouraging, without containing any hateful language or intentions."
Ivarea orikalum kaliyakkarudh avarkum respect kodukkanam munaam stanamalla onnam stanam kodekkanam,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be a statement emphasizing the importance of giving respect to everyone, regardless of their background or status. The comment does not contain any hateful language or derogatory remarks towards any individual or group. It simply conveys a message about the value of treating others with respect and dignity."
Ellam sarva sakthante creation Aahnu so we need to accept them  god bless u,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it expresses acceptance and blessings towards all creations, indicating a positive and inclusive attitude. There is no hateful language or intention present in the comment, and the mention of God's blessings adds a sense of goodwill and positivity. Overall, the comment promotes acceptance and positivity towards all creations."
Evare ellavarum support cheyyanam ellavidha uyarchayil ethikanam,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it promotes the idea of supporting and encouraging everyone in their respective endeavors. It does not contain any language that is derogatory, offensive, or discriminatory towards any individual or group. The comment simply emphasizes the importance of supporting each other in various aspects of life, which is a positive and inclusive message."
ഇവർക്ക് ഗവൺമെന്റ് ജോലി യിൽ സംവരണം ഏർപ്പെടുത്തണം വിദ്യാഭ്യാസത്തിൽ ഗവൺമെന്റ് ആനുകൂല്യവും കൊടുക്കണം ഇവരെ ഉപദ്രവിക്കുന്നവർക്ക് കടുത്ത ശിക്ഷയും കൊടുക്കണം ഇതിന് നിയമ നിർമ്മാണം ഗവൺമെന്റ് നടത്തണം ഇതാണ് ഇപ്പം ഇവർക്ക് വേണ്ടി ഗവൺമെന്റ് ചെയ്യേണ്ടത്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it discusses the need for government support in employment and education for a specific group of people. It also suggests consequences for those who cause trouble and emphasizes the importance of creating laws and regulations for the government to enforce. Overall, the comment is focused on addressing issues and proposing solutions rather than spreading hate or negativity towards any individual or group."
Homosexuality യെ മോശമാക്കിയും കളിയാക്കിയും കൊണ്ടുള്ള ഒറ്റ കമന്റ് കാണുന്നില്ലാലോ,Non-hate,none,Mixed,"This comment is labeled as 'Non-hate' because it does not contain any explicit hate speech or derogatory language towards individuals based on their sexual orientation. While it may express a negative opinion about homosexuality, it does not incite violence or discrimination against individuals who identify as homosexual. It is important to engage in respectful dialogue and understanding, even when discussing sensitive topics like this."
Aa prekruthi niyamam anusarichanu neeyum njanum undayatu Sukhathinum santhoshathinum enthum aavamengil lesbiano gayo aayi jeevichotte Enthayalum dinkan ninte prarthana kettiriknu Enjoy,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be expressing acceptance and support for individuals regardless of their sexual orientation. The comment acknowledges the importance of following natural laws and wishes happiness and joy to both the writer and the recipient, regardless of their sexual orientation. There is no language or sentiment that promotes hatred or discrimination towards any group of people. Overall, the comment conveys a positive and inclusive message."
ഇവരും മനുഷ്യരാണ് ഇവരെയും പൊതു സമൂഹം അംഗീകരിക്കണം,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it conveys a message of acceptance and inclusivity. The commenter is stating that ""they are also human beings and should be accepted by society."" This message promotes understanding and empathy towards others, emphasizing the importance of recognizing the humanity of all individuals. It does not contain any derogatory or hateful language towards any group or individual."
ജീവിതം ഇഷ്ടപെട്ടവരോട് കൂടെ ജീവികയുക God bless u both hapy mrrd lyf,Non-hate,none,Mixed,"This comment is labeled as 'Non-hate' because it expresses well wishes and blessings towards the individuals mentioned. It conveys positive sentiments and wishes for a happy married life, which is a kind and supportive message. The use of blessings and positive language contributes to a non-hateful tone in the comment."
Ee vishayamokke classukalil padanavishayamayi ulppeduthendathanu,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be a statement in a language other than English, specifically Malayalam. Without any context provided, it is difficult to determine the exact meaning of the comment. It could be a neutral or even positive statement about a certain topic related to education or classes. Without any explicit hate speech or derogatory language present, it is categorized as 'Non-hate'."
ഒരാണും പെണ്ണും പ്രണയിക്കുന്ന പോലെ ഉള്ളു ഒരാണും ആണും അല്ലെങ്കിൽ ഒരു പെണ്ണും പെണ്ണും പ്രണയിക്കുന്നത് പ്രണയിക്കുവല്ലേ വെറുക്കുവല്ലല്ലോ പ്രണയിക്കട്ടെടോ സ്നേഹം പരക്കട്ടെ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it discusses love and affection between individuals regardless of their gender, which is a positive and inclusive message. It promotes the idea that love and affection should not be limited by gender norms or stereotypes. The comment expresses the sentiment that love and affection should be shared and celebrated between all individuals, regardless of their gender identity."
Kurach vivaram vechoode Gaysine thalli kollano Avarum manushyar alle ninne pole Elllavaeryum oru pole kandude,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any explicit hate speech or derogatory language towards any individual or group. The comment appears to be a statement or observation about human nature and the similarities between people, without promoting any form of discrimination or prejudice. It is important to consider the context and intent behind the words used, and in this case, the comment does not appear to be intended to incite hate or harm towards anyone."
Karyam parayalo angeegarikyanam Oru pakshe Adam Harryude cause nu vendi allarnenkilum ith njan support cheyyam Karanam aalkar ariyanam,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any language or sentiment that promotes hatred or discrimination towards any individual or group. The comment appears to express a willingness to support a cause related to Adam Harry, while also acknowledging the need to understand the perspectives of others. It encourages open dialogue and understanding, rather than promoting negativity or hostility."
Kurachu Kalam munp vare njnm avare cheetha ennu karuthiyirunnuathe pole living relationship bad anennu karuthiannu njn kurach cheruthaippo njn muthirnnu varumpo athodoppam kazhchappadum marukayayirunnuippo oral transgender Anu ennu paranjalano ok ennu parayanum living relationship ishtamullavar angane jeevichotte ennu vijarikkanum ente mind valarnnittund,Non-hate,none,Manglish,This comment is labeled as 'Non-hate' because it does not contain any language or sentiments that express hatred or discrimination towards any individual or group. The comment appears to discuss personal opinions and experiences related to living relationships and transgender individuals in a respectful manner. It does not contain any derogatory language or harmful intentions towards others.
Wow  എല്ലാവരും പോസിറ്റീവ് കമെന്റസ്   സമൂഹം മാറി വരുന്നു  ഇതിൽ ആശംസ അർപ്പിച്ച എല്ലാവർക്കും നന്ദി  അവരെ ജീവിക്കാൻ അനുവദിച്ചതിൽ  ഇനിയും ഈ സമൂഹം മാറാൻ ഉണ്ട്   വിവാഹ മംഗളാശംസകൾ  ഇനി മറ്റുള്ളവരോട് പറയാൻ ഉള്ളത്  ഇവർ ദത്ത് എടുത്ത് വളർത്തുന്ന കുട്ടികളെ  ഒരു വാക്ക് കൊണ്ട് പോലും നോവിക്കരുത് plz,Non-hate,none,Mixed,"This comment is labeled as 'Non-hate' because it expresses positive sentiments towards the community and individuals, thanking them for their positive comments and encouraging a supportive and inclusive environment. It also advises against saying hurtful things to others, emphasizing the importance of nurturing and supporting children. Overall, the comment promotes kindness, gratitude, and empathy, without displaying any form of hate or negativity."
ഇവരുടെ തെറ്റല്ലല്ലോ ഇവർ ഇങ്ങനെ ആയതുഇവർ ഇങ്ങനെ ജീവിക്കാൻ ആഗ്രഹിക്കുന്നെങ്കിൽ അങ്ങനെ ആയിക്കോട്ടെ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any language or sentiment that promotes hate, discrimination, or violence towards any individual or group. The comment appears to be discussing or expressing an opinion on a certain behavior or action without using any derogatory or offensive language. While the content may be open to interpretation, it does not appear to be intended to spread hate or incite harm towards others."
Pavangal jeevich poykottee,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it is written in Malayalam and translates to ""May you live long."" The literal meaning of the comment is a positive wish for the person to live a long and healthy life. There is no indication of hate or negativity in this statement."
എല്ലാവരും ജീവിക്കട്ടെ ഈ ഭൂമുഖത് സന്തോഷമായി,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it conveys a positive and inclusive message. The commenter is encouraging everyone to live happily on this earth, promoting unity and well-being. There is no indication of any negative or hateful sentiment towards any individual or group. The message is simply about spreading joy and positivity."
എന്റെ അഭിപ്രായത്തിൽ Gay lesbian എന്നിവരും പുറത്തു അംഗീകരിക്കപെട്ടണം,Non-hate,none,Mixed,"This comment is labeled as 'Non-hate' because it expresses an opinion regarding the acceptance of gay and lesbian individuals without using any hateful language or promoting discrimination. The commenter is simply stating their belief that gay and lesbian individuals should be accepted by society. While this opinion may be controversial to some, it is not inherently hateful or discriminatory in nature."
എനിക്കിതൊന്നും അംഗീകരിക്കാൻ ജീവിതത്തിൽ സാധിക്കില്ല  പക്ഷെ എല്ലാവര്ക്കും അവരുടേതായ ഇഷ്ട്ടങ്ങൾ ഉണ്ട്  ചക്ക ഇഷ്ടമല്ലാത്ത ഒരാളോട് ചക്ക ഇഷ്ട്ടമുള്ള ഒരാൾ അതിന്റെ ഗുണഗണങ്ങൾ എത്ര പറഞ്ഞാലും മനസിലാവില്ലല്ലോ അത് പോലെ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any language or sentiment that promotes hate, discrimination, or negativity towards any individual or group. It simply expresses the idea that everyone has their own preferences and likes, and that it may not be possible for everyone to accept or understand those of others. The comment encourages acceptance and understanding of individual differences without promoting any form of hate or intolerance."
മൂന്നാം ലിംഗം എന്ന പ്രയോഗം ഒഴിവാക്കുക ഭിന്ന ലിംഗം എന്നുപയോഗിക്കുക ആരും ആരെക്കാളും വലുതല്ല എല്ലാ ലിംഗവും തുല്യരാണ് ഇന്ത്യൻ കോൺസ്റ്റിട്യൂഷന്‌ മുന്നിൽ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it is advocating for gender equality and suggesting that all genders should be treated equally, which is a positive and inclusive message. It does not contain any language or sentiments that promote hatred, discrimination, or harm towards any individual or group. It is simply expressing a viewpoint on promoting equality within the Indian Constitution."
Great piece of Art Anjalo Keep moving to greater heights expecing more works from u,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it is expressing admiration and appreciation for the artist's work. The commenter is praising the artist for their talent and encouraging them to continue creating more art. There is no negativity or hostility in the comment, only positivity and support."
അവരുടെ ജീവിതം അവർ തിരഞ്ഞെടുത്തു അവർ അതിൽ സന്തുഷ്ടരുമാണ്‌ അത് തന്നെയാണ് അവരുടെ വിജയവും,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it appears to be a positive and supportive statement. The commenter is expressing that individuals have the right to make their own choices in life and find happiness in those choices. Additionally, the comment acknowledges that success is subjective and personal to each individual. Overall, the tone of the comment is respectful and encouraging."
എന്റെ സ്വന്തം അഭിപ്രായം മാത്രം പറയുന്നു ഇവരെ നാം സർവ്വാന്മനാ അംഗീകരിക്കണം അത് അവരുടെ അവകാശമാണ്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it expresses the opinion that individuals should be allowed to express their own opinions and beliefs, which is a fundamental aspect of respecting individual rights and freedoms. The commenter is advocating for the acceptance of diverse viewpoints and the importance of recognizing and respecting the rights of others. This is a positive and inclusive message that promotes understanding and tolerance."
