H/T,Category,CS
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2707),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2707)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2708),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2708)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2709),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2709)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2710),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2710)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2711),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2711)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2712),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2712)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2713),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2713)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2714),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2714)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2715),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2715)"
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2716),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2716)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2717),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2717)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2718),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2718)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2719),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2719)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2720),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2720)"
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2721),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2721)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2722),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2722)"
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2723),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2723)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2724),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2724)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2725),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2725)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2726),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2726)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2727),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2727)"
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2728),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2728)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2729),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2729)"
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2730),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2730)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2731),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2731)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2732),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2732)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2733),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2733)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2734),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2734)"
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2735),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2735)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2736),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2736)"
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2737),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2737)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2738),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2738)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2739),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2739)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2740),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2740)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2741),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2741)"
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2742),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2742)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2743),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2743)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2744),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2744)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2745),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2745)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2746),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2746)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2747),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2747)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2748),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2748)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2749),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2749)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2750),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2750)"
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2751),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2751)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2752),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2752)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2753),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2753)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2754),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2754)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2755),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2755)"
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2756),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2756)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2757),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2757)"
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2758),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2758)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2759),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2759)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2760),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2760)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2761),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2761)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2762),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2762)"
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2763),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2763)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2764),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2764)"
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2765),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2765)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2766),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2766)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2767),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2767)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2768),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2768)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2769),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2769)"
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2770),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2770)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2771),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2771)"
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2772),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2772)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2773),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2773)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2774),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2774)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2775),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2775)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2776),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2776)"
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2777),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2777)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2778),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2778)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2779),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2779)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2780),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2780)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2781),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2781)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2782),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2782)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2783),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2783)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2784),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2784)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2785),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2785)"
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2786),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2786)
